ii	id	text	title
433	434	an offense for any person , educated in or having made profession of the Christian religion , by writing , preaching , teaching or advised speaking , to deny the Holy Trinity . The Act of Toleration ( 1689 ) gave relief to English Dissenters , but excluded Unitarians . The efforts of Clarke and Lindsey met with substantial criticism from the more conservative clergy and laity of the Church of England . In response , in 1774 , Lindsey applied for registration of the Essex House as a Dissenting place of worship with the assistance of barrister John Lee . On the Sunday following the registration -- April 17 , 1774 -- the first true Unitarian congregation discreetly convened in the provisional Essex Street Chapel . In attendance were Lee , Joseph Priestley and the agent of the Massachusetts Colony , Benjamin Franklin . Priestley also founded a reform congregation , but , after his home was burned down in the Priestley Riots , fled with his wife to America , where he became a leading figure in the founding of the church on American soil . Once laity and clergy relaxed their vehement opposition to the Doctrine of the Trinity Act 1813 , which finally allowed for protections of dissenting religions , the British and Foreign Unitarian Association was founded in 1825 . It has its headquarters in Essex Hall , successor to Lindsey 's Essex House . Two that have been significant in national life are the	Unitarian Universalism
434	435	Cross Street Chapel in Manchester and , Newington Green Unitarian Church in north London . Unitarian congregations in Britain today meet under the auspices of the General Assembly of Unitarian and Free Christian Churches . There are 170 communities of Unitarians across Britain . United States ( edit ) Main article : History of Unitarianism In the United States , the Unitarian movement began primarily in the Congregational parish churches of New England , which were part of the state church of Massachusetts . These churches , whose buildings may still be seen today in many New England town squares , trace their roots to the division of the Puritan colonies into parishes for the administration of their religious needs . In the late 18th century , conflict grew within some of these churches between Unitarian and Trinitarian factions . In 1805 , Unitarians gained key faculty positions at Harvard . In 1819 William Ellery Channing preached the ordination sermon for Jared Sparks in Baltimore , outlining the Unitarian position . The American Unitarian Association was founded as a separate denomination in 1825 . By coincidence and unknown to both parties , the AUA was formed on the same day -- May 26 , 1825 -- as the British and Foreign Unitarian Association In the 19th century , under the influence of Ralph Waldo Emerson ( who had been a Unitarian minister ) and other transcendentalists , Unitarianism began its long journey from liberal Protestantism to its present more pluralist	Unitarian Universalism
435	436	form . Integration 1825 -- 1961 ( edit ) After the schism in the Congregational Churches resulting in the foundation of the American Unitarian Association , some of those churches remained within the Congregational fold and became member congregations of the Congregational organization ( later the United Church of Christ ) , while others voted to become Unitarian . Some of the latter eventually became part of the UUA during a consolidation of the Unitarian and Universalist churches . Universalist churches in contrast followed a different path , having begun as independent congregations beyond the bounds of the established Puritan churches entirely . Today , the UUA and the United Church of Christ cooperate jointly on social justice initiatives such as the Sexuality Education Advocacy Training project . In 1961 , the American Unitarian Association ( AUA ) was consolidated with the Universalist Church of America ( UCA ) , thus forming the Unitarian Universalist Association . In the same year , the Canadian Unitarian Council ( CUC ) formed . The Unitarian Universalist Association ( UUA ) was also given corporate status in May 1961 under special acts of legislature of the Commonwealth of Massachusetts and the State of New York . In 1998 , the Canadian Unitarian Council and Unitarian Universalist Association dissolved their financial accord , although they continue to cooperate . The CUC had come into being at Meadville in 1961 . However the continual decline of denominational churches and almost complete failure of the Universalist	Unitarian Universalism
436	437	movement in Canada , had caused the creation of the Council to prompt a plan to merge with the UUA . Opposition to Liberal religious freedom relaxed , so that by 2002 it was agreed to increase autonomy and funding . The amalgamation proved troublesome for the Canadians , in a small minority , and largely ignored with only 45 congregations and 5,200 members , the Americans were insensitive to cultural differences . Belief , covenant , and scripture ( edit ) Unitarian Universalists practice a non-creedal religion . Consequently , their individual beliefs are diverse , and their attitude toward each other 's beliefs and traditions is one of tolerance and acceptance . Rather than a focus on doctrine or belief , Unitarian Universalists find primary significance in their shared agreement , or covenant : member congregations agree to `` affirm and promote '' the Seven Principles . Rather than honoring a narrow religious tradition , Unitarian Universalists embrace a `` living tradition '' drawn from a multitude of sources , including the Six Sources . Seven Principles ( edit ) Main article : Unitarian Universalist Association § Principles and purposes Adopted in 1960 , the Principles , Purposes and Sources can be found in the Bylaws of the Unitarian Universalist Association . The Principles are expressed , We , the member congregations of the Unitarian Universalist Association , covenant to affirm and promote : The inherent worth and dignity of every person ; Justice , equity and compassion	Unitarian Universalism
437	438	in human relations ; Acceptance of one another and encouragement to spiritual growth in our congregations ; A free and responsible search for truth and meaning ; The right of conscience and the use of the democratic process within our congregations and in society at large ; The goal of world community with peace , liberty , and justice for all ; Respect for the interdependent web of all existence of which we are a part . Six sources ( edit ) Unitarian Universalists place emphasis on spiritual growth and development . The official statement of Unitarian Universalist principles describes the `` sources '' upon which current practice is based : Direct experience of that transcending mystery and wonder , affirmed in all cultures , which moves us to a renewal of the spirit and an openness to the forces which create and uphold life ; Words and deeds of prophetic women and men which challenge us to confront powers and structures of evil with justice , compassion , and the transforming power of love ; Wisdom from the world 's religions which inspires us in our ethical and spiritual life ; Jewish and Christian teachings which call us to respond to God 's love by loving our neighbors as ourselves ; Humanist teachings which counsel us to heed the guidance of reason and the results of science , and warn us against idolatries of the mind and spirit . Spiritual teachings of earth - centered traditions which celebrate the	Unitarian Universalism
438	439	sacred circle of life and instruct us to live in harmony with the rhythms of nature . Unitarian Universalist principles and purposes have been modified over time to manifest a broader acceptance of beliefs and traditions among the membership . The seventh Principle ( adopted in 1985 ) , `` Respect for the interdependent web of all existence of which we are a part '' , and a sixth Source ( adopted in 1995 ) , `` Spiritual teachings of earth - centered traditions which celebrate the sacred circle of life and instruct us to live in harmony with the rhythms of nature '' were added to explicitly include members with neopagan , Native American , and pantheist spiritualities . Approach to sacred writings ( edit ) Both Unitarianism and Universalism were originally Christian denominations ; they still reference Jewish and Christian texts . Today , the Unitarian Universalist approach to the Christian Bible , Hebrew Scriptures , and other sacred works is presented by the UUA : While Unitarianism and Universalism both have roots in the Protestant Christian tradition , where the Bible is the sacred text , we now look to additional sources for religious and moral inspiration ... . We celebrate the spiritual insights of the world 's religions , recognizing wisdom in many scriptures . When we read scripture in worship , whether it is the Bible , the Dhammapada , or the Tao Te - Ching , we interpret it as a product of its	Unitarian Universalism
439	440	time and its place , ... not to be interpreted narrowly or oppressively ... ( S ) cripture is never the only word , or the final word . From the beginning we have trusted in the human capacity to use reason and draw conclusions about religion ... ( E ) ach of us ultimately chooses what is sacred to us . In short , Unitarian Universalists regard the texts of the world 's religions as works of people , worthy of respect , with the intention that people from all religions or spiritual backgrounds live peaceably with one another . Worship and practice ( edit ) This section needs additional citations for verification . Please help improve this article by adding citations to reliable sources . Unsourced material may be challenged and removed . ( June 2011 ) ( Learn how and when to remove this template message ) Diversity of practices ( edit ) The Unitarian belief that reason , and not creed , defines the search for truth , and the Universalist belief that God embraces all people equally has led to the current Unitarian Universalist belief that truth and spiritual meaning can be found in all faiths . This is reflected in the wide array of spiritual practices found among Unitarian Universalists today . Many Unitarian Universalist congregations include Buddhist - style meditation groups , Jewish Seder , Yom Kippur and Passover dinners , iftaar meals ( marking the breaking of Ramadan fast for Muslims )	Unitarian Universalism
440	441	, and Christmas Eve / Winter Solstice services . Children 's and youth 's religious education classes teach about the divinity of the world and the sanctity of world religions . One of its more popular curricula , Neighboring Faiths ( formerly Church Across the Street ) , takes middle and high school participants to visit the places of worship of many faith traditions including a Hindu temple , a Reform or Orthodox synagogue , and a Catholic church . There is great variety among Unitarian Universalist congregations , with some favoring particular religious beliefs or forms of worship over others , with many more home to an eclectic mix of beliefs . Regardless of their orientation , most congregations are fairly open to differing beliefs , though not always with various faith traditions represented to the same degree . Diversity of congregations ( edit ) There is a wide variety in how congregations conceive of themselves , calling themselves `` churches '' , `` societies '' , `` fellowships '' , `` congregations '' , or eschew the use of any particular descriptor ( e.g. `` Unitarian Universalists of San Mateo '' ) . Whether a congregation is a ' fellowship ' or a ' church ' sometimes hinges on whether it is led by one ( or more ) minister ( s ) : those without ministers being fellowships , those with ministers being churches . Many use the name `` Unitarian Universalist '' , ( and a	Unitarian Universalism
441	442	few `` Universalist Unitarian '' ) , having gradually adopted this formulation since consolidation in 1961 . Others use names that reflect their historic roots by keeping the historical designation `` Unitarian '' or `` Universalist '' ( e.g. `` First Unitarian Church '' ) . A few congregations use neither ( e.g. Unity Temple ) . For some congregations , the name can be a clue to their theological orientation . For others , avoidance of the word `` church '' indicates a desire to distance itself from traditional Christian theology . Sometimes the use of another term may simply indicate a congregation 's lay - led or relatively new status . However , some Unitarian Universalist congregations have grown to appreciate alternative terms such as fellowship and retained them even though they have grown much larger or lost features sometimes associated with their use ( such as , in the case of fellowships , a traditionally lay - led worship model ) . Also of note is that there are many more people who identify as Unitarian Universalist on surveys than those who attend Unitarian Universalist congregations ( by a factor of four in a recent survey ) , reflecting those who have never joined ( and lapsed members ) but nonetheless consider themselves part of the Unitarian Universalist movement . Elevator speeches ( edit ) In 2004 , UU World magazine asked for contributions of `` elevator speeches '' explaining Unitarian Universalism . These are short speeches	Unitarian Universalism
442	443	that could be made in the course of an elevator ride to those who knew nothing of the religion . Here are examples of the speeches submitted : In Unitarian Universalist congregations , we gather in community to support our individual spiritual journeys . We trust that openness to one another 's experiences will enhance our understanding of our own links with the divine , with our history , and with one another . -- Rev. Jonalu Johnstone , Oklahoma City , OK Most Unitarian Universalists believe that nobody has a monopoly on all truth , or ultimate proof of the truth of everything in any one belief . Therefore , one 's own truth is unprovable , as is that of others . Consequently , we should respect the beliefs of others , as well as their right to hold those beliefs . Conversely , we expect that others should respect our right to our own beliefs . Several UU 's then , would likely hold as many different beliefs . Other beliefs they may hold in common are a respect for others , for nature , and for common decency , leading to a particular caring for the poor , the weak and the downtrodden . As a result , issues of justice , including social justice are held in common among most . -- Gene Douglas , Harrah , OK It 's a blessing each of us was born ; It matters what we do with our	Unitarian Universalism
443	444	lives ; What each of us knows about God is a piece of the truth ; We do n't have to do it alone . -- Laila Ibrahim , Berkeley , CA Worship and ritual ( edit ) As in theology , Unitarian Universalist worship and ritual are often a combination of elements derived from other faith traditions alongside original practices and symbols . In form , church services might be difficult to distinguish from those of a Protestant church , but they vary widely among congregations . Symbols ( edit ) The most common symbol of Unitarian Universalism is the flaming chalice , often framed by two overlapping rings that many interpret as representing Unitarianism and Universalism ( the symbol has no official interpretation ) . The chalice itself has long been a symbol of liberal religion , and indeed liberal Christianity ( the Disciples of Christ also use a chalice as their denomination symbol ) . The flaming chalice was initially the logo of the Unitarian Service Committee during the Second World War . It was created by Austrian artist Hans Deutsch , inspired by `` the kind of chalice which the Greeks and Romans put on their altars . The holy oil burning in it is a symbol of helpfulness and sacrifice . '' Nevertheless , other interpretations have been suggested , such as the chalice used by the followers of Czech Jan Hus , which was supposedly reverential of Eastern Orthodox traditions ; although Hus 's	Unitarian Universalism
